path,label,score
./data/COVID/COVID-2044.png,COVID,0.004028767
./data/COVID/COVID-1079.png,COVID,0.0038173073
./data/COVID/COVID-1662.png,COVID,0.0038163494
./data/COVID/COVID-1528.png,COVID,0.00374596
./data/COVID/COVID-168.png,COVID,0.0035280902
./data/COVID/COVID-450.png,COVID,0.0035171346
./data/COVID/COVID-2737.png,COVID,0.0034998003
./data/COVID/COVID-447.png,COVID,0.0033451458
./data/COVID/COVID-2738.png,COVID,0.0033342335
./data/COVID/COVID-458.png,COVID,0.0032844017
./data/COVID/COVID-1076.png,COVID,0.003228078
./data/COVID/COVID-1279.png,COVID,0.0030294338
./data/Normal/Normal-2322.png,Normal,0.002920054
./data/COVID/COVID-1276.png,COVID,0.0028601885
./data/COVID/COVID-213.png,COVID,0.0028549898
./data/COVID/COVID-1317.png,COVID,0.0028377492
./data/COVID/COVID-3558.png,COVID,0.002828823
./data/COVID/COVID-1288.png,COVID,0.0028059077
./data/Normal/Normal-6711.png,Normal,0.0027132698
./data/Normal/Normal-9832.png,Normal,0.0026730332
./data/COVID/COVID-3021.png,COVID,0.0025312763
./data/COVID/COVID-717.png,COVID,0.0025110058
./data/Normal/Normal-7682.png,Normal,0.0024401774
./data/Normal/Normal-667.png,Normal,0.0024206722
./data/COVID/COVID-1163.png,COVID,0.0023612399
./data/COVID/COVID-1833.png,COVID,0.0023575544
./data/COVID/COVID-557.png,COVID,0.0023481813
./data/COVID/COVID-2485.png,COVID,0.002343771
./data/COVID/COVID-442.png,COVID,0.0023432327
./data/COVID/COVID-2955.png,COVID,0.0023429526
./data/Normal/Normal-227.png,Normal,0.0023315484
./data/COVID/COVID-1440.png,COVID,0.0023248524
./data/COVID/COVID-846.png,COVID,0.002323235
./data/COVID/COVID-434.png,COVID,0.0023151564
./data/COVID/COVID-1273.png,COVID,0.0022904624
./data/COVID/COVID-1839.png,COVID,0.0022871876
./data/Normal/Normal-9497.png,Normal,0.002260399
./data/COVID/COVID-1531.png,COVID,0.0022575124
./data/COVID/COVID-479.png,COVID,0.002232072
./data/Pneumonia/Viral Pneumonia-313.png,Pneumonia,0.0022114338
./data/COVID/COVID-455.png,COVID,0.0022069404
./data/Normal/Normal-5813.png,Normal,0.0021947334
./data/Normal/Normal-4623.png,Normal,0.0021830848
./data/COVID/COVID-1435.png,COVID,0.0021753917
./data/Normal/Normal-8068.png,Normal,0.0021652884
./data/COVID/COVID-1017.png,COVID,0.0021391418
./data/Pneumonia/Viral Pneumonia-993.png,Pneumonia,0.0021349564
./data/Normal/Normal-5527.png,Normal,0.0021338458
./data/COVID/COVID-1185.png,COVID,0.0020962146
./data/Normal/Normal-4803.png,Normal,0.0020908918
./data/Normal/Normal-4306.png,Normal,0.0020816708
./data/Normal/Normal-1038.png,Normal,0.0020814037
./data/Pneumonia/Viral Pneumonia-1081.png,Pneumonia,0.0020763294
./data/COVID/COVID-545.png,COVID,0.0020648204
./data/COVID/COVID-2630.png,COVID,0.0020605898
./data/Normal/Normal-2606.png,Normal,0.0020368977
./data/COVID/COVID-2145.png,COVID,0.0020316553
./data/COVID/COVID-1224.png,COVID,0.0020183371
./data/COVID/COVID-1148.png,COVID,0.0020131855
./data/Pneumonia/Viral Pneumonia-939.png,Pneumonia,0.0020130533
./data/COVID/COVID-1267.png,COVID,0.002002636
./data/COVID/COVID-1533.png,COVID,0.0019879735
./data/COVID/COVID-1843.png,COVID,0.0019747159
./data/COVID/COVID-1508.png,COVID,0.0019657095
./data/Pneumonia/Viral Pneumonia-9.png,Pneumonia,0.0019561506
./data/Normal/Normal-655.png,Normal,0.0019531886
./data/Pneumonia/Viral Pneumonia-34.png,Pneumonia,0.0019489671
./data/Pneumonia/Viral Pneumonia-1097.png,Pneumonia,0.001945927
./data/COVID/COVID-13.png,COVID,0.0019453387
./data/COVID/COVID-1811.png,COVID,0.0019383084
./data/COVID/COVID-1790.png,COVID,0.0019375398
./data/COVID/COVID-1280.png,COVID,0.0019347651
./data/Normal/Normal-1254.png,Normal,0.0019269073
./data/COVID/COVID-2013.png,COVID,0.0019252859
./data/Pneumonia/Viral Pneumonia-974.png,Pneumonia,0.0019168997
./data/Normal/Normal-1365.png,Normal,0.0019151232
./data/Pneumonia/Viral Pneumonia-1059.png,Pneumonia,0.0019060754
./data/COVID/COVID-1434.png,COVID,0.0019048624
./data/COVID/COVID-1841.png,COVID,0.0018980477
./data/Normal/Normal-7190.png,Normal,0.0018941722
./data/Pneumonia/Viral Pneumonia-997.png,Pneumonia,0.0018908645
./data/Normal/Normal-10001.png,Normal,0.0018771029
./data/COVID/COVID-535.png,COVID,0.0018707546
./data/Normal/Normal-213.png,Normal,0.0018640955
./data/COVID/COVID-2328.png,COVID,0.001863139
./data/Normal/Normal-1032.png,Normal,0.0018630069
./data/Normal/Normal-827.png,Normal,0.0018619813
./data/Normal/Normal-657.png,Normal,0.0018584201
./data/COVID/COVID-4.png,COVID,0.0018562896
./data/Normal/Normal-1211.png,Normal,0.0018551052
./data/COVID/COVID-1512.png,COVID,0.0018517615
./data/Normal/Normal-589.png,Normal,0.0018482206
./data/Normal/Normal-767.png,Normal,0.0018481987
./data/Pneumonia/Viral Pneumonia-1060.png,Pneumonia,0.0018477333
./data/Normal/Normal-1338.png,Normal,0.0018387453
./data/Normal/Normal-595.png,Normal,0.0018336938
./data/Pneumonia/Viral Pneumonia-1030.png,Pneumonia,0.0018279362
./data/Pneumonia/Viral Pneumonia-1058.png,Pneumonia,0.0018265572
./data/Normal/Normal-6681.png,Normal,0.0018259592
./data/Pneumonia/Viral Pneumonia-1056.png,Pneumonia,0.0018134161
./data/Pneumonia/Viral Pneumonia-1206.png,Pneumonia,0.0018058487
./data/Normal/Normal-212.png,Normal,0.0018049207
./data/Normal/Normal-878.png,Normal,0.0018040547
./data/Normal/Normal-5068.png,Normal,0.0017910759
./data/COVID/COVID-1612.png,COVID,0.0017878606
./data/Pneumonia/Viral Pneumonia-923.png,Pneumonia,0.0017847646
./data/COVID/COVID-2698.png,COVID,0.0017838641
./data/Pneumonia/Viral Pneumonia-1224.png,Pneumonia,0.0017832434
./data/COVID/COVID-533.png,COVID,0.0017817393
./data/Normal/Normal-237.png,Normal,0.0017784787
./data/Normal/Normal-1760.png,Normal,0.0017736193
./data/COVID/COVID-278.png,COVID,0.0017719748
./data/Pneumonia/Viral Pneumonia-1095.png,Pneumonia,0.0017674821
./data/Normal/Normal-278.png,Normal,0.0017639188
./data/Normal/Normal-5143.png,Normal,0.001763385
./data/COVID/COVID-1610.png,COVID,0.0017570532
./data/Normal/Normal-5046.png,Normal,0.001756964
./data/COVID/COVID-1806.png,COVID,0.0017550852
./data/Normal/Normal-197.png,Normal,0.0017381507
./data/Normal/Normal-1017.png,Normal,0.0017354952
./data/Normal/Normal-188.png,Normal,0.0017313528
./data/Pneumonia/Viral Pneumonia-1077.png,Pneumonia,0.0017272013
./data/Normal/Normal-1264.png,Normal,0.0017261362
./data/Pneumonia/Viral Pneumonia-1032.png,Pneumonia,0.001722439
./data/Normal/Normal-316.png,Normal,0.0017217563
./data/Normal/Normal-4905.png,Normal,0.0017209563
./data/Pneumonia/Viral Pneumonia-1344.png,Pneumonia,0.001715054
./data/Normal/Normal-1228.png,Normal,0.0017125849
./data/Pneumonia/Viral Pneumonia-1225.png,Pneumonia,0.0017123003
./data/Normal/Normal-1049.png,Normal,0.0017113745
./data/Normal/Normal-662.png,Normal,0.0017102112
./data/COVID/COVID-1351.png,COVID,0.0017086926
./data/Pneumonia/Viral Pneumonia-1012.png,Pneumonia,0.0017034742
./data/Normal/Normal-756.png,Normal,0.0017025175
./data/COVID/COVID-2363.png,COVID,0.0017016861
./data/Pneumonia/Viral Pneumonia-166.png,Pneumonia,0.0017014889
./data/Pneumonia/Viral Pneumonia-219.png,Pneumonia,0.0016989365
./data/Normal/Normal-620.png,Normal,0.001695813
./data/Normal/Normal-766.png,Normal,0.0016945201
./data/Normal/Normal-990.png,Normal,0.0016939961
./data/Normal/Normal-483.png,Normal,0.0016925917
./data/Pneumonia/Viral Pneumonia-1329.png,Pneumonia,0.0016917014
./data/Pneumonia/Viral Pneumonia-269.png,Pneumonia,0.001690977
./data/Pneumonia/Viral Pneumonia-1232.png,Pneumonia,0.0016894483
./data/Normal/Normal-4887.png,Normal,0.0016892124
./data/Normal/Normal-1244.png,Normal,0.0016888129
./data/Normal/Normal-3069.png,Normal,0.0016875342
./data/Normal/Normal-1363.png,Normal,0.0016872205
