PCA 1,PCA 2,PCA 3,label
2.40774797362329,7.128327818824328,23.646707675075092,Normal
22.05964591145924,8.302814265097203,7.788277619038417,Normal
41.5685130129549,11.420247907711438,3.0047361475241794,Normal
13.32740446229851,13.446706264057523,7.039472019946896,Normal
18.908067068515376,5.0467775677948365,5.997975510939251,Normal
20.288503936402147,-10.235174971750563,4.561800269549004,Normal
73.82783523056676,5.877430803690991,2.1086734542556704,Normal
10.420610167962657,4.291657148253199,-10.015943233341702,Normal
-36.58814804566009,6.986046495647569,-1.98349583138906,Normal
-31.363841319970405,9.118062388762182,-5.521412370896197,Normal
22.33362323877679,-28.29194535402227,3.5407850246854724,Normal
24.018763866225374,11.879441296172065,-21.055948994076655,Normal
-6.960101279594306,22.33788337042649,0.8651484091074649,Normal
19.079343397354734,13.172270770695606,-21.93939895550385,Normal
25.208403242894207,-30.910655295143812,-3.808472430846367,Normal
-22.856920779515725,31.445945048413325,7.198751920562075,Normal
-27.140907236554497,13.48082256693606,-26.93282403280807,Normal
15.850087487725748,6.26210011209437,21.118613981828737,Normal
45.922469434983206,12.404011690349085,7.270996850067835,Normal
-34.440679583543535,14.972441152431752,-1.8177806546853015,Normal
11.009585235179092,27.19508605798487,-7.848628864710765,Normal
-28.745865941320314,0.9649460570280177,15.04507826941157,Normal
9.008918643751556,10.961454004658677,-14.302985926210066,Normal
-57.59743016730229,-14.476059391083187,3.2094176670778904,Normal
39.05002957863648,-24.530035977087675,3.3039398551666936,Normal
51.66257038926289,21.985789754923292,22.954999041684907,Normal
20.361004426135935,-19.024414655120523,5.297037706181881,Normal
38.230409835426734,-22.599800608978768,-3.845426652345511,Normal
27.968581097190814,-31.026626895646395,5.111366844160664,Normal
-32.29363560337249,-18.816615898857446,-0.8455617134628858,Normal
-51.433150777616966,-3.780719831224022,-6.804817083426689,Normal
-18.951700226408438,30.08808134117293,10.553555679238418,Normal
-10.558747275853353,-4.39524067881797,-11.853045485298448,Normal
15.013181433823373,11.43622080639046,9.87084809807043,Normal
-32.0722189027857,2.840683430567096,-14.446355804346906,Normal
30.834569610075945,-26.050011332854343,-7.799442942092512,Normal
20.5176766292603,6.855754830117275,-0.934318468230759,Normal
-1.7385410482863746,22.890105140996337,-10.82549301409268,Normal
-7.42295905636424,9.779716746544658,8.74645138969663,Normal
26.474457711172608,1.8317264389965384,-17.0390390733741,Normal
-14.267238176381234,26.74558108513791,-4.374486332191519,Normal
-23.81232684151258,13.017917842316816,-13.462459052141083,Normal
-52.154659642645534,10.916928042103176,-2.047723319577492,Normal
13.756920826367242,15.678619173326886,-10.060948916557981,Normal
-21.509443962661635,28.975627188490343,9.554218692653972,Normal
4.659473842224496,-13.649724142523118,0.37673136151325826,Normal
27.65714705110074,-5.657935611746493,-14.723151732815186,Normal
13.38618104683654,10.611619057683562,7.697209206221384,Normal
-54.309384163472885,13.248124252855076,0.674527543901157,Normal
9.56818712367012,-3.9980138190453562,-15.434449299615657,Normal
12.775446324720054,19.405220006982912,-7.5554303131745355,Normal
-33.586025787678544,-32.123159312124095,2.1062083693272236,Normal
20.043924248600835,8.26181041188976,-33.10366997752271,Normal
14.801393954423292,3.1192814563920273,6.485739667129065,Normal
-14.304570064592088,16.240227153154002,-22.35584701720517,Normal
-41.81189688084758,-5.774736949780827,3.72794489323939,Normal
8.108341319139377,15.870093733548709,-3.4965520697926986,Normal
13.163981658816521,28.21528055388933,1.9873246779202667,Normal
10.092566030131955,26.44089340927542,11.431408632361585,Normal
22.895503822160805,20.169177106254157,-18.849151041414167,Normal
31.18735914978806,8.191645585421075,-3.7753187719325014,Normal
22.178081040838997,13.03449626598914,-10.658509376646137,Normal
