path,label,score
./data/Normal/Normal-9519.png,Normal,-0.0872457681349963
./data/Normal/Normal-5813.png,Normal,-0.0886595467689072
./data/Normal/Normal-6711.png,Normal,-0.08975282835719134
./data/COVID/COVID-1811.png,COVID,-0.09132811285554787
./data/COVID/COVID-1851.png,COVID,-0.09438633334774604
./data/Normal/Normal-2780.png,Normal,-0.09502459268162045
./data/COVID/COVID-2271.png,COVID,-0.09692344065425584
./data/Normal/Normal-9743.png,Normal,-0.09766779960689026
./data/COVID/COVID-22.png,COVID,-0.09790441980313797
./data/COVID/COVID-1880.png,COVID,-0.09870430472259917
./data/Normal/Normal-10001.png,Normal,-0.1004041999766761
./data/Normal/Normal-3069.png,Normal,-0.10181576542493237
./data/Pneumonia/Viral Pneumonia-1065.png,Pneumonia,-0.10202872108210315
./data/Pneumonia/Viral Pneumonia-139.png,Pneumonia,-0.10277912899147018
./data/Pneumonia/Viral Pneumonia-363.png,Pneumonia,-0.1030495876994767
./data/Normal/Normal-767.png,Normal,-0.10343745565527102
./data/Normal/Normal-695.png,Normal,-0.10358280003017489
./data/Normal/Normal-7633.png,Normal,-0.10417399913309572
./data/Normal/Normal-1734.png,Normal,-0.10432859960343349
./data/Normal/Normal-526.png,Normal,-0.10438665443913209
./data/Normal/Normal-5846.png,Normal,-0.10446617596013769
./data/COVID/COVID-1533.png,COVID,-0.1060931251212659
./data/Pneumonia/Viral Pneumonia-226.png,Pneumonia,-0.10624104287378378
./data/Normal/Normal-962.png,Normal,-0.10627506894762684
./data/Normal/Normal-1755.png,Normal,-0.10650753571814403
./data/COVID/COVID-2964.png,COVID,-0.10658436714984931
./data/Pneumonia/Viral Pneumonia-509.png,Pneumonia,-0.10662873458952121
./data/Normal/Normal-970.png,Normal,-0.10670242203279634
./data/Pneumonia/Viral Pneumonia-401.png,Pneumonia,-0.10684712949550446
./data/Pneumonia/Viral Pneumonia-1017.png,Pneumonia,-0.10706356696321861
./data/COVID/COVID-1279.png,COVID,-0.10717499885475329
./data/Pneumonia/Viral Pneumonia-1081.png,Pneumonia,-0.10728941633493022
./data/Normal/Normal-8669.png,Normal,-0.10733156656189274
./data/Normal/Normal-3956.png,Normal,-0.10762570796762233
./data/COVID/COVID-976.png,COVID,-0.10781857455337918
./data/COVID/COVID-1512.png,COVID,-0.10789087776165329
./data/Normal/Normal-2322.png,Normal,-0.10810359571432854
./data/Pneumonia/Viral Pneumonia-156.png,Pneumonia,-0.1084509036000979
./data/COVID/COVID-2626.png,COVID,-0.10891602828411856
./data/Pneumonia/Viral Pneumonia-313.png,Pneumonia,-0.10911731307746975
./data/Normal/Normal-6267.png,Normal,-0.10942902373863272
./data/Normal/Normal-7555.png,Normal,-0.10981105469097363
./data/Normal/Normal-1365.png,Normal,-0.10984171090966582
./data/Normal/Normal-5127.png,Normal,-0.10990964818525278
./data/COVID/COVID-2579.png,COVID,-0.11022759505718427
./data/Normal/Normal-275.png,Normal,-0.11036057732049076
./data/Normal/Normal-9902.png,Normal,-0.11059353623314672
./data/COVID/COVID-2969.png,COVID,-0.11062154083471176
./data/COVID/COVID-4.png,COVID,-0.11065683420553918
./data/COVID/COVID-973.png,COVID,-0.11068636732434833
./data/COVID/COVID-450.png,COVID,-0.1107422399794683
./data/COVID/COVID-2450.png,COVID,-0.11079413852237852
./data/Normal/Normal-1327.png,Normal,-0.11088363211988411
./data/Normal/Normal-270.png,Normal,-0.1108926962307652
./data/Normal/Normal-301.png,Normal,-0.11121653245164242
./data/COVID/COVID-2398.png,COVID,-0.11131405643517062
./data/Normal/Normal-610.png,Normal,-0.1114202696158128
./data/Normal/Normal-146.png,Normal,-0.1116879937151452
./data/Normal/Normal-706.png,Normal,-0.11186240445186185
./data/COVID/COVID-1580.png,COVID,-0.11210116332915632
./data/Pneumonia/Viral Pneumonia-265.png,Pneumonia,-0.11223867927731046
./data/Normal/Normal-7567.png,Normal,-0.112731149349721
./data/COVID/COVID-2269.png,COVID,-0.11276290446727255
./data/Normal/Normal-8965.png,Normal,-0.11277324544598288
./data/COVID/COVID-1052.png,COVID,-0.11281015424963353
./data/Normal/Normal-5378.png,Normal,-0.11303527210204772
./data/Pneumonia/Viral Pneumonia-922.png,Pneumonia,-0.11304501903637021
./data/COVID/COVID-705.png,COVID,-0.113141600715428
./data/COVID/COVID-3276.png,COVID,-0.11318893084142445
./data/COVID/COVID-3419.png,COVID,-0.11324779626929482
./data/Normal/Normal-1272.png,Normal,-0.1133684031018875
./data/Normal/Normal-1030.png,Normal,-0.11341884898198085
./data/COVID/COVID-3275.png,COVID,-0.11369418691893618
./data/Pneumonia/Viral Pneumonia-927.png,Pneumonia,-0.11379827982078955
./data/Normal/Normal-3758.png,Normal,-0.11406715762764597
./data/Normal/Normal-1283.png,Normal,-0.1140688301481686
./data/COVID/COVID-545.png,COVID,-0.11420575930177534
./data/Normal/Normal-324.png,Normal,-0.11430342399423965
./data/COVID/COVID-557.png,COVID,-0.11445973426200096
./data/Normal/Normal-2329.png,Normal,-0.11456898059533299
./data/Normal/Normal-5668.png,Normal,-0.11464920800700085
./data/COVID/COVID-1860.png,COVID,-0.1146983822853046
./data/Pneumonia/Viral Pneumonia-643.png,Pneumonia,-0.11470465349486542
./data/COVID/COVID-188.png,COVID,-0.11474361032477065
./data/Normal/Normal-2051.png,Normal,-0.11476655793315504
./data/Normal/Normal-1597.png,Normal,-0.11511480910194438
./data/Normal/Normal-598.png,Normal,-0.11517989659825018
./data/COVID/COVID-826.png,COVID,-0.11528043181663522
./data/Normal/Normal-4532.png,Normal,-0.11530698546093221
./data/Pneumonia/Viral Pneumonia-31.png,Pneumonia,-0.11539148739866673
./data/Normal/Normal-6166.png,Normal,-0.11540859664230907
./data/COVID/COVID-3026.png,COVID,-0.11541463733203156
./data/COVID/COVID-47.png,COVID,-0.11546031080171804
./data/Normal/Normal-10128.png,Normal,-0.1156133341875844
./data/COVID/COVID-2995.png,COVID,-0.11581409677645615
./data/Normal/Normal-3688.png,Normal,-0.1158697093339699
./data/COVID/COVID-1319.png,COVID,-0.11593770399473258
./data/COVID/COVID-2216.png,COVID,-0.11598183692129493
./data/COVID/COVID-1658.png,COVID,-0.11612612644911091
./data/Normal/Normal-5721.png,Normal,-0.11614857806345469
./data/COVID/COVID-2712.png,COVID,-0.11616904450602333
./data/Pneumonia/Viral Pneumonia-607.png,Pneumonia,-0.11620995032807424
./data/Normal/Normal-10073.png,Normal,-0.11627256845214595
./data/COVID/COVID-1236.png,COVID,-0.11636801580726264
./data/COVID/COVID-3412.png,COVID,-0.11638178679876188
./data/Normal/Normal-703.png,Normal,-0.11639505194170796
./data/Pneumonia/Viral Pneumonia-683.png,Pneumonia,-0.11648576262810312
./data/Normal/Normal-1202.png,Normal,-0.11651145801325347
./data/Normal/Normal-1368.png,Normal,-0.11662045957428535
./data/COVID/COVID-1815.png,COVID,-0.11668699463013832
./data/Normal/Normal-240.png,Normal,-0.11671598163658053
./data/COVID/COVID-2466.png,COVID,-0.11675479030404168
./data/Normal/Normal-2046.png,Normal,-0.116820580727648
./data/Normal/Normal-3239.png,Normal,-0.11688094814618533
./data/Normal/Normal-597.png,Normal,-0.11689563104298234
./data/Pneumonia/Viral Pneumonia-1056.png,Pneumonia,-0.11689646828301498
