NMF 1,NMF 2,NMF 3,label,path
0.7675961799012879,0.591081956707997,0.3992751446519447,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-7755.png
0.28028209753886135,0.19277642038687667,0.7169604112606017,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-3216.png
0.9400005830544372,0.48961493253580796,0.27053437894587423,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-2311.png
0.16012257565074356,0.6425295096888564,0.5598491785019456,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-1257.png
0.6495236067050474,0.14901599075535274,0.5295914094826607,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-7931.png
0.050922373392974014,0.06781985167523577,0.8013814038693448,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-5607.png
0.4065389314793684,0.4457755256384719,0.4941069973626511,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-7938.png
0.003078032053931185,0.4197273873768747,0.6162560375345868,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-1194.png
0.20450397601855796,0.2177674886608275,0.6522622047261141,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-9191.png
0.4804235975963238,0.6229191197621775,0.4503791811825982,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-6226.png
1.0873365073433214,0.21056151191722508,0.37383774133495323,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-5617.png
0.0,0.5150068977528736,0.5293742263688516,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-635.png
0.4565426605665226,0.0,0.5602927888183518,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-2162.png
0.5159413610019639,0.184147789709729,0.5119507819332874,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-6436.png
0.5824829585248859,0.1570268803143062,0.6424770943654108,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-5186.png
0.06653351790562616,0.439986841121472,0.4227104477629352,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-9279.png
0.05413269762175503,0.5081577164522517,0.6904402890091356,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-518.png
0.45057165426378704,0.3061844407619703,0.4459825395722644,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-4511.png
0.4312315983264878,0.3444482591438033,0.4523823732856124,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-6094.png
0.4791432671892739,0.16587763651038034,0.6222186827284732,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-6718.png
0.4412218989498168,0.46539328655839524,0.5348145839255802,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-1933.png
0.7859739827274136,0.0,0.5175171296727807,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-7853.png
0.6126843051372022,0.18499277414889811,0.5824428021717906,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-2239.png
0.2856264871571519,0.2242288588161679,0.5820058536862434,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-6775.png
0.7890479829595601,0.44330590496034633,0.2727478734742036,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-10173.png
0.04718983494733295,0.35045221524501874,0.6964165659661734,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-1349.png
0.7784766490741388,0.8693629856527196,0.1299596728404559,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-9208.png
0.09904503449423932,0.5353578689654268,0.77483997551807,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-3849.png
0.3502596360688991,0.31691898970200605,0.5398246448356625,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-9833.png
1.002868540921779,0.6058230937409377,0.15552752660832786,Normal,/kaggle/input/covid19-radiography-database/COVID-19_Radiography_Dataset/Normal/images/Normal-7729.png
